fsku,actual_t10,wma_t10,ma3_t10,acc_wma_t10,acc_ma3_t10,actual_t11,wma_t11,ma3_t11,acc_wma_t11,acc_ma3_t11,actual_t12,final_t12,ma3_t12,acc_final_t12,acc_ma3_t12,actual_t1,final_t1,ma3_t1,acc_final_t1,acc_ma3_t1,final_t2,final_t3,actual_t1_num
29.L1.3060.FP3618D,0.0,8.0,8.0,,,0.0,4.0,4.0,,,0,0,4.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FP3619,88.0,381.0,381.0,0.0,0.0,168.0,305.0,305.0,18.65079365079364,18.65079365079364,80,243,212.0,0.0,0.0,12,108,112.0,0.0,0.0,112,104,12
29.L1.3060.FP936601,50.0,0.0,0.0,0.0,0.0,120.0,17.0,17.0,13.888888888888895,13.888888888888895,0,55,57.0,,,84,46,57.0,54.761904761904766,67.46031746031747,47,37,84
29.L1.3060.FP936601D,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,28,0,0.0,0.0,0.0,0,0,28
29.L1.3060.FP936601V,93.0,18.0,18.0,18.99641577060932,18.99641577060932,32.0,42.0,42.0,69.79166666666667,69.79166666666667,28,32,42.0,85.71428571428572,51.1904761904762,25,42,51.0,31.999999999999996,0.0,36,36,25
29.L1.3060.FP936602,232.0,342.0,342.0,52.72988505747125,52.72988505747125,0.0,96.0,96.0,,,158,80,96.0,50.63291139240506,60.75949367088608,519,125,130.0,24.084778420038532,25.048169556840072,110,124,519
29.L1.3060.FP936602D,221.0,21.0,21.0,9.502262443438914,9.502262443438914,8.0,88.0,88.0,0.0,0.0,0,24,82.0,,,132,47,76.0,35.60606060606061,57.82828282828283,25,27,132
29.L1.3060.FP936602V,89.0,90.0,90.0,99.25093632958801,99.25093632958801,0.0,50.0,50.0,,,18,89,41.0,0.0,0.0,174,27,36.0,15.517241379310342,20.498084291187734,19,21,174
29.L1.3060.FP936604,94.0,96.0,96.0,97.87234042553192,97.87234042553192,0.0,39.0,39.0,,,5,25,31.0,0.0,0.0,0,21,33.0,,,12,13,0
29.L1.3060.FP936604D,0.0,59.0,59.0,,,0.0,53.0,53.0,,,13,0,20.0,0.0,48.71794871794871,44,6,4.0,13.636363636363635,9.848484848484851,7,8,44
29.L1.3060.FP936605,0.0,8.0,8.0,,,25.0,3.0,3.0,10.666666666666668,10.666666666666668,290,10,11.0,3.4482758620689613,3.7931034482758585,0,0,105.0,,,29,102,0
29.L1.3060.FP936606,0.0,217.0,217.0,,,35.0,31.0,31.0,89.52380952380952,89.52380952380952,118,30,38.0,25.423728813559322,31.92090395480225,0,70,51.0,,,77,83,0
29.L1.3060.FP936606D,0.0,8.0,8.0,,,0.0,8.0,8.0,,,0,0,5.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FP936607,0.0,310.0,310.0,,,90.0,238.0,238.0,0.0,0.0,69,90,111.0,69.56521739130434,39.13043478260869,121,62,53.0,51.23966942148761,43.80165289256198,70,67,121
29.L1.3060.FP936608,0.0,278.0,278.0,,,0.0,106.0,106.0,,,0,0,17.0,,,48,0,0.0,0.0,0.0,0,0,48
29.L1.3060.FP936608D,30.0,50.0,50.0,34.44444444444446,34.44444444444446,0.0,37.0,37.0,,,15,16,22.0,93.33333333333333,51.11111111111112,138,14,15.0,10.144927536231885,10.869565217391308,12,13,138
29.L1.3060.FP936608V,0.0,25.0,25.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FP936609,292.0,114.0,114.0,39.155251141552505,39.155251141552505,584.0,102.0,102.0,17.46575342465754,17.46575342465754,0,330,292.0,,,18,234,292.0,0.0,0.0,234,187,18
29.L1.3060.FP936609D,88.0,47.0,47.0,53.78787878787878,53.78787878787878,25.0,66.0,66.0,0.0,0.0,58,30,65.0,51.72413793103448,87.35632183908046,13,54,57.0,0.0,0.0,49,52,13
29.L1.3060.FP936609V,39.0,255.0,255.0,0.0,0.0,128.0,199.0,199.0,44.79166666666667,44.79166666666667,0,88,91.0,,,129,46,56.0,35.65891472868217,43.15245478036175,49,38,129
29.L1.3060.FP936610,0.0,9.0,9.0,,,0.0,5.0,5.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FP936610D,4.0,24.0,24.0,0.0,0.0,20.0,22.0,22.0,88.33333333333334,88.33333333333334,168,18,13.0,10.71428571428571,7.936507936507942,158,158,64.0,100.0,40.50632911392405,147,153,158
29.L1.3060.FP936611,132.0,295.0,295.0,0.0,0.0,263.0,277.0,277.0,94.67680608365019,94.67680608365019,4,200,233.0,0.0,0.0,0,0,133.0,,,43,142,0
29.L1.3060.FP936612,8.0,44.0,44.0,0.0,0.0,0.0,8.0,8.0,,,0,2,3.0,,,0,0,3.0,,,0,0,0
29.L1.3060.FP936612D,0.0,97.0,97.0,,,3.0,36.0,36.0,0.0,0.0,0,132,37.0,,,0,1,1.0,,,1,1,0
29.L1.3060.FP936613,0.0,35.0,35.0,,,2.0,0.0,0.0,0.0,0.0,0,1,1.0,,,0,1,1.0,,,1,1,0
29.L1.3060.FPH3621,0.0,81.0,81.0,,,2.0,70.0,70.0,0.0,0.0,66,42,70.0,63.63636363636363,94.44444444444444,504,34,23.0,6.746031746031744,4.4973544973545,37,42,504
29.L1.3060.FPH3621D,0.0,107.0,107.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FPH3621V,0.0,55.0,55.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FPH3623,112.0,102.0,102.0,91.07142857142857,91.07142857142857,0.0,139.0,139.0,,,0,34,37.0,,,188,0,37.0,0.0,19.8581560283688,0,0,188
29.L1.3060.FPH3623D,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,62,0,0.0,0.0,0.0,0,0,62
29.L1.3060.FPH3623V,0.0,262.0,262.0,,,0.0,262.0,262.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FPH3624,0.0,3.0,3.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FPH3624D,0.0,5.0,5.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FPH3624V,0.0,85.0,85.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FPH3625,0.0,24.0,24.0,,,3.0,24.0,24.0,0.0,0.0,180,8,4.0,4.444444444444439,2.037037037037037,664,664,61.0,100.0,9.18674698795181,453,489,664
29.L1.3060.FPH3625D,0.0,44.0,44.0,,,26.0,44.0,44.0,30.76923076923077,30.76923076923077,0,26,9.0,,,48,8,9.0,16.666666666666664,18.055555555555546,9,7,48
29.L1.3060.FPH3625V,0.0,113.0,113.0,,,4.0,113.0,113.0,0.0,0.0,930,4,2.0,0.4301075268817178,0.21505376344086446,48,466,311.0,0.0,0.0,513,582,48
29.L1.3060.FPH3626,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FPH3626V,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.3060.FUSC3621,9254.0,10080.0,10080.0,91.07773215186226,91.07773215186226,7988.0,10195.0,10195.0,72.36688365882156,72.36688365882156,9823,8437,8526.0,85.8902575587906,86.79290101462553,13921,9159,9022.0,65.79268730694633,64.80616813926203,9124,9274,13921
29.L1.3060.FUSC3621D,1677.0,1745.0,1745.0,95.94514013118665,95.94514013118665,1167.0,1720.0,1720.0,52.58497572122251,52.58497572122251,1261,1350,1506.0,92.9421094369548,80.57097541633624,1638,1316,1368.0,80.34188034188034,83.53683353683353,1270,1282,1638
29.L1.3060.FUSC3622,4462.0,5819.0,5819.0,69.59509935753772,69.59509935753772,4682.0,5487.0,5487.0,82.79937348711377,82.79937348711377,4245,4200,4828.0,98.93992932862191,86.27404789948959,4746,4420,4463.0,93.13105773282764,94.03708386009271,4420,4385,4746
29.L1.3060.FUSC3625,3383.0,5051.0,5051.0,50.70450290669031,50.70450290669031,4829.0,4423.0,4423.0,91.58555946710845,91.58555946710845,5238,4342,4258.0,82.89423444062619,81.28420516736668,5345,4744,4483.0,88.75584658559401,83.87901465544122,4909,4925,5345
29.L1.3060.FUSC3625D,648.0,1056.0,1056.0,37.03703703703704,37.03703703703704,948.0,924.0,924.0,97.46835443037975,97.46835443037975,1166,812,772.0,69.63979416809605,66.18067467124071,1187,997,921.0,83.9932603201348,77.56248244875034,1038,1051,1187
29.L1.3060.FUSC3626,2981.0,4994.0,4994.0,32.47232472324724,32.47232472324724,4233.0,4100.0,4100.0,96.85014568076227,96.85014568076227,4304,3791,3706.0,88.08085501858736,86.09820322180917,4284,4018,3839.0,93.79084967320262,89.62029256146904,4147,4140,4284
29.L1.3060.FUSC3629,3047.0,3676.0,3676.0,79.34580461656273,79.34580461656273,4111.0,3381.0,3381.0,82.23465499067541,82.23465499067541,9121,9100,3099.0,99.7697620874904,33.97653766034426,8854,6403,5426.0,72.3175965665236,61.28680069271893,6760,7125,8854
29.L1.3060.FUSC3629D,298.0,651.0,651.0,0.0,0.0,521.0,495.0,495.0,95.07357645553422,95.07357645553422,863,435,415.0,50.40556199304751,48.12668984163769,1040,647,561.0,62.21153846153846,53.91025641025641,687,710,1040
29.L1.3060.FUSC3630,2485.0,3998.0,3998.0,39.10127431254191,39.10127431254191,2247.0,3152.0,3152.0,59.7389111407803,59.7389111407803,7368,2628,2842.0,35.66775244299675,38.57672819399205,6406,4855,4033.0,75.78832344676866,62.96180663960871,5087,5474,6406
29.L1.3060.FUSC3631,3403.0,9171.0,9171.0,0.0,0.0,3453.0,6180.0,6180.0,21.015542040737532,21.015542040737532,5442,4409,5054.0,81.01800808526278,92.87026828371923,11334,4438,4099.0,39.15652020469385,36.168460678783596,4542,4691,11334
29.L1.3060.FUSC3631D,560.0,1312.0,1312.0,0.0,0.0,1372.0,839.0,839.0,61.15160349854227,61.15160349854227,1324,1072,1008.0,80.96676737160121,76.13293051359517,2062,1186,1085.0,57.516973811833175,52.63498221791141,1265,1253,2062
29.L1.3060.FUSC3632,2574.0,6473.0,6473.0,0.0,0.0,4471.0,5024.0,5024.0,87.63140237083427,87.63140237083427,6205,3704,3509.0,59.69379532634972,56.54579640075208,6084,4959,4417.0,81.50887573964496,72.59478413324567,5235,5346,6084
29.L1.3060.FUSC3635,1247.0,2237.0,2237.0,20.609462710505213,20.609462710505213,272.0,1857.0,1857.0,0.0,0.0,3603,920,1190.0,25.534276991396055,33.01878064575817,524,2132,1707.0,0.0,0.0,2201,2461,524
29.L1.3060.FUSC3635D,270.0,243.0,243.0,90.0,90.0,328.0,271.0,271.0,82.52032520325203,82.52032520325203,1097,290,274.0,26.435733819507746,25.007596475235484,91,701,565.0,0.0,0.0,745,802,91
29.L1.3060.FUSC3636,1441.0,1619.0,1619.0,87.6705991209808,87.6705991209808,1753.0,1283.0,1283.0,73.16980414527477,73.16980414527477,5416,1488,1363.0,27.474150664697195,25.16617429837519,925,3522,2870.0,0.0,0.0,3736,4008,925
29.L1.3060.FUSC3637,4622.0,6391.0,6391.0,61.73373719890378,61.73373719890378,8834.0,5393.0,5393.0,61.05199607576785,61.05199607576785,6316,6300,6373.0,99.74667511082964,99.10280768418829,5387,6733,6591.0,75.01392240579172,77.65608563826495,7028,6797,5387
29.L1.3060.FUSC3637D,613.0,1102.0,1102.0,20.17400761283308,20.17400761283308,1146.0,836.0,836.0,72.92030250145433,72.92030250145433,785,899,963.0,85.47770700636943,77.36730360934183,909,859,848.0,94.4994499449945,93.28932893289328,894,862,909
29.L1.3060.FUSC3638,4321.0,6672.0,6672.0,45.58358404690273,45.58358404690273,5360.0,5325.0,5325.0,99.34701492537313,99.34701492537313,4082,5110,5298.0,74.81626653601177,70.21884697043932,5221,4513,4588.0,86.43937942922811,87.8695013726617,4553,4447,5221
29.L1.3060.FUSC3639,2486.0,3157.0,3157.0,73.00884955752213,73.00884955752213,1220.0,2824.0,2824.0,0.0,0.0,1538,1637,1705.0,93.5630689206762,89.16341569137407,2085,1632,1748.0,78.27338129496403,83.8369304556355,1521,1558,2085
29.L1.3060.FUSC3639D,100.0,607.0,607.0,0.0,0.0,619.0,505.0,505.0,81.5831987075929,81.5831987075929,225,512,463.0,0.0,0.0,363,318,315.0,87.60330578512396,86.6850321395776,350,315,363
29.L1.3060.FUSC3640,5435.0,5020.0,5020.0,92.35817233977308,92.35817233977308,4274.0,5199.0,5199.0,78.35751052877866,78.35751052877866,3536,4648,4703.0,68.55203619909503,66.99660633484163,4234,4137,4415.0,97.70902220122815,95.72508266414738,3984,3940,4234
29.L1.3060.FUSC3641,7235.0,12884.0,12884.0,21.925823542962462,21.925823542962462,9348.0,8091.0,8091.0,86.55327342747113,86.55327342747113,8189,8092,7607.0,98.8154841861033,92.89290511661986,12468,8346,8257.0,66.93936477382098,66.2282108865362,8499,8391,12468
29.L1.3060.FUSC3641D,322.0,393.0,393.0,77.84679089026916,77.84679089026916,250.0,297.0,297.0,81.2,81.2,434,285,296.0,65.66820276497695,68.12596006144393,754,356,335.0,47.214854111405835,44.47391688770998,358,373,754
29.L1.3060.FUSC3641V,981.0,1431.0,1431.0,54.16241930003397,54.16241930003397,1308.0,1007.0,1007.0,76.98776758409787,76.98776758409787,1164,1101,1018.0,94.58762886597938,87.42840778923254,1767,1171,1151.0,66.27051499717034,65.13865308432372,1196,1182,1767
29.L1.3060.FUSC3642,6558.0,11777.0,11777.0,20.417810308020734,20.417810308020734,9434.0,8989.0,8989.0,95.28301886792453,95.28301886792453,12816,8069,7638.0,62.9603620474407,59.59737827715356,5677,10550,9603.0,14.16240972344548,30.84962715049029,11007,11232,5677
29.L1.3060.FUSC3642D,55.0,556.0,556.0,0.0,0.0,614.0,273.0,273.0,44.462540716612374,44.462540716612374,273,363,289.0,67.03296703296704,94.26129426129425,92,332,314.0,0.0,0.0,371,340,92
29.L1.3060.FUSC3642V,1118.0,1525.0,1525.0,63.62552176505665,63.62552176505665,1239.0,1297.0,1297.0,95.34570890503093,95.34570890503093,2181,1168,1141.0,53.55341586428244,52.300168118600034,1057,1686,1513.0,40.491958372753075,56.89057079785555,1745,1814,1057
29.L1.3060.FUSC3643,10088.0,12836.0,12836.0,72.76301876817341,72.76301876817341,11439.0,10570.0,10570.0,92.40318209633709,92.40318209633709,13874,10599,10264.0,76.3946951131613,73.9777040987939,15664,12386,11800.0,79.07303370786516,75.33409942117808,12643,12812,15664
29.L1.3060.FUSC3643D,172.0,473.0,473.0,0.0,0.0,325.0,282.0,282.0,86.87179487179486,86.87179487179486,263,260,243.0,98.85931558935361,92.26869455006337,399,263,253.0,65.91478696741855,63.49206349206349,275,269,399
29.L1.3060.FUSC3643V,1033.0,1944.0,1944.0,11.842529848338168,11.842529848338168,1045.0,1556.0,1556.0,51.068580542264755,51.068580542264755,1708,1142,1208.0,66.86182669789227,70.7455113192818,2588,1374,1262.0,53.091190108191654,48.76352395672334,1408,1458,2588
29.L1.3060.FUSC3644,13541.0,10832.0,10832.0,79.99409201683775,79.99409201683775,9529.0,11598.0,11598.0,78.28383530975617,78.28383530975617,18078,18100,10438.0,99.87830512224804,57.73868790795442,19985,14606,13716.0,73.08481361020766,68.6314736052039,14632,15313,19985
29.L1.3060.FUSC3644D,650.0,520.0,520.0,79.94871794871794,79.94871794871794,280.0,490.0,490.0,25.0,25.0,415,385,393.0,92.7710843373494,94.61847389558233,551,422,448.0,76.58802177858439,81.36721113127646,392,406,551
29.L1.3060.FUSC3644V,1231.0,1621.0,1621.0,68.31844029244516,68.31844029244516,1053.0,1474.0,1474.0,60.05064893953782,60.05064893953782,2080,1118,1132.0,53.75,54.43910256410256,2841,1602,1455.0,56.38859556494192,51.20262818256482,1636,1715,2841
29.L1.3060.FUSM3645,4873.0,7101.0,7101.0,54.27183801901636,54.27183801901636,5677.0,6057.0,6057.0,93.30045211672832,93.30045211672832,10099,5599,5681.0,55.44113278542431,56.256395022609496,12054,7727,6883.0,64.10320225651236,57.10137713622034,8029,8352,12054
29.L1.3060.FUSM3645D,397.0,739.0,739.0,13.937867338371124,13.937867338371124,242.0,567.0,567.0,0.0,0.0,494,406,489.0,82.18623481781377,98.9203778677463,447,399,378.0,89.26174496644296,84.48918717375093,396,416,447
29.L1.3060.FUSM3646,3573.0,6174.0,6174.0,27.204030226700247,27.204030226700247,3169.0,5009.0,5009.0,41.927001157042184,41.927001157042184,7960,3856,4247.0,48.44221105527639,53.3500837520938,4910,5645,4901.0,85.03054989816701,99.80991174473863,5844,6208,4910
29.L1.3060.FUSM3647,4376.0,5336.0,5336.0,78.06215722120659,78.06215722120659,4940.0,4765.0,4765.0,96.45748987854252,96.45748987854252,6855,4722,4671.0,68.8840262582057,68.14490639435935,4025,5785,5390.0,56.27329192546584,66.07867494824018,5937,6075,4025
29.L1.3060.FUSM3647D,110.0,383.0,383.0,0.0,0.0,310.0,283.0,283.0,91.29032258064515,91.29032258064515,481,279,292.0,58.004158004158,60.63756063756064,547,356,300.0,65.08226691042047,54.90554539914686,384,395,547
29.L1.3060.FUSM3648,2966.0,5302.0,5302.0,21.24072825354012,21.24072825354012,3880.0,4204.0,4204.0,91.64089347079039,91.64089347079039,5431,3814,3922.0,70.22647762842938,72.21506168293132,9022,4473,4092.0,49.57880735978719,45.35949161309393,4642,4749,9022
29.L1.3060.FUSM3649,2515.0,5263.0,5263.0,0.0,0.0,3603.0,4727.0,4727.0,68.8037746322509,68.8037746322509,2103,3405,3454.0,38.088445078459344,35.74258995086383,4846,2635,2740.0,54.37474205530335,56.54835603246664,2669,2546,4846
29.L1.3060.FUSM3649D,239.0,398.0,398.0,33.47280334728033,33.47280334728033,181.0,345.0,345.0,9.576427255985253,9.576427255985253,127,220,237.0,26.77165354330708,13.648293963254599,115,166,182.0,55.65217391304348,41.44927536231883,157,154,115
29.L1.3060.FUSM3650,4400.0,5836.0,5836.0,67.36363636363636,67.36363636363636,5583.0,5040.0,5040.0,90.26807570601231,90.26807570601231,5182,5017,4837.0,96.81590119644925,93.34877138813842,6137,5146,5055.0,83.85204497311389,82.36923578295584,5244,5202,6137
29.L1.3060.FUSM3651,2292.0,2506.0,2506.0,90.67771960442118,90.67771960442118,1053.0,1946.0,1946.0,15.226337448559669,15.226337448559669,1242,1604,1764.0,70.85346215780999,57.9441760601181,2490,1395,1529.0,56.02409638554218,61.405622489959846,1281,1307,2490
29.L1.3060.FUSM3651D,146.0,95.0,95.0,65.06849315068493,65.06849315068493,104.0,113.0,113.0,91.34615384615384,91.34615384615384,171,124,130.0,72.51461988304094,76.0233918128655,251,146,140.0,58.16733067729083,55.909694555112885,145,150,251
29.L1.3060.FUSM3652,3337.0,3080.0,3080.0,92.30846069323744,92.30846069323744,2609.0,2971.0,2971.0,86.13772837613391,86.13772837613391,3084,2785,2781.0,90.30479896238651,90.1750972762646,1965,2992,3010.0,47.73536895674301,46.81933842239185,2943,2986,1965
29.L1.4060.FX46202,1499.0,2916.0,2916.0,5.492550589281753,5.492550589281753,3140.0,2404.0,2404.0,76.57112526539278,76.57112526539278,3124,2767,2792.0,88.57234314980793,89.36192915066155,8576,8576,2588.0,100.0,30.173351990049746,761,6615,8576
29.L1.4060.FX46203,288.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,,,0,86,96.0,,,0,0,96.0,,,0,0,0
29.L1.4060.FXK46250,3109.0,2533.0,2533.0,81.48386405060577,81.48386405060577,4207.0,2477.0,2477.0,58.885983677997004,58.885983677997004,2469,3100,3562.0,74.44309437019037,55.73106520858647,3548,3118,3262.0,87.880496054115,91.92972566704246,3141,3000,3548
29.L1.4060.FXK46251,7026.0,7026.0,7026.0,99.99525571686118,99.99525571686118,10629.0,6557.0,6557.0,61.686580738231875,61.686580738231875,10801,8717,8043.0,80.70549023238588,74.46224115051076,11088,9994,9485.0,90.13347763347764,85.54593554593555,10363,10340,11088
29.L1.4060.FXK46254,1515.0,1613.0,1613.0,93.55335533553355,93.55335533553355,3241.0,1555.0,1555.0,47.968733929857045,47.968733929857045,4272,2363,2066.0,55.313670411985015,48.35362047440699,5818,3411,3009.0,58.62839463733241,51.72453305832474,3635,3695,5818
29.L1.4060.FXK46255,848.0,608.0,608.0,71.7374213836478,71.7374213836478,407.0,764.0,764.0,12.203112203112198,12.203112203112198,846,586,632.0,69.26713947990544,74.74389282899921,1327,715,700.0,53.880934438583274,52.77568450138157,693,730,1327
29.L1.4060.FXK46256,1064.0,2893.0,2893.0,0.0,0.0,2114.0,2583.0,2583.0,77.83033743298644,77.83033743298644,1424,1700,1678.0,80.6179775280899,82.16292134831461,5252,1559,1534.0,29.68392993145469,29.20792079207921,1630,1568,5252
29.L1.4060.FXK46258,8281.0,6314.0,6314.0,76.2428048142334,76.2428048142334,6618.0,6258.0,6258.0,94.56029011786038,94.56029011786038,9582,7044,7051.0,73.51283656856606,73.58936895568078,7270,8433,8160.0,84.00275103163686,87.75332416322789,8415,8654,7270
29.L1.4060.FXU46001,655.0,4071.0,4071.0,0.0,0.0,4462.0,2525.0,2525.0,56.59644404601822,56.59644404601822,4722,2809,2341.0,59.48750529436679,49.57645065650148,6541,3831,3280.0,58.56902614279163,50.1401416704887,4224,4206,6541
29.L1.4060.FXU46002,2701.0,4395.0,4395.0,37.29482907565098,37.29482907565098,2967.0,3242.0,3242.0,90.74261318952928,90.74261318952928,3613,2851,2818.0,78.90949349570994,78.00535104714457,7120,3237,3094.0,45.46348314606742,43.4503745318352,3296,3342,7120
29.L1.4060.FXU46003,1425.0,1809.0,1809.0,73.05263157894737,73.05263157894737,2338.0,1967.0,1967.0,84.13173652694611,84.13173652694611,4056,1847,1672.0,45.53747534516766,41.214661406969114,5127,3014,2606.0,58.78681490150186,50.835446329887525,3191,3311,5127
29.L1.4080.FC4801,648.0,760.0,760.0,82.66460905349794,82.66460905349794,92.0,320.0,320.0,0.0,0.0,329,240,247.0,72.94832826747721,74.97467071935156,554,322,356.0,58.12274368231047,64.32009626955475,278,301,554
29.L1.4080.FC4801D,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,104,0,0.0,0.0,0.0,0,0,104
29.L1.4080.FC4801V,204.0,83.0,83.0,40.52287581699346,40.52287581699346,16.0,72.0,72.0,0.0,0.0,0,54,73.0,,,112,46,73.0,41.07142857142857,65.47619047619047,26,27,112
29.L1.4080.FC4802,1577.0,2107.0,2107.0,66.37074614246458,66.37074614246458,588.0,1499.0,1499.0,0.0,0.0,1577,966,1053.0,61.25554850982879,66.79348974846755,744,1280,1247.0,27.956989247311824,32.347670250896066,1231,1315,744
29.L1.4080.FC4802D,65.0,24.0,24.0,36.410256410256416,36.410256410256416,17.0,43.0,43.0,0.0,0.0,20,21,36.0,95.0,21.66666666666668,13,28,34.0,0.0,0.0,23,24,13
29.L1.4080.FC4802V,233.0,420.0,420.0,19.599427753934194,19.599427753934194,34.0,247.0,247.0,0.0,0.0,104,290,143.0,0.0,62.82051282051283,181,109,124.0,60.22099447513812,68.32412523020258,92,100,181
29.L1.4080.FC4803,0.0,141.0,141.0,,,0.0,0.0,0.0,,,106,0,0.0,0.0,0.0,0,53,35.0,,,58,66,0
29.L1.4080.FC4803D,0.0,8.0,8.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.4080.FC4803V,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
29.L1.4080.FC4804,4344.0,2423.0,2423.0,55.78575813382444,55.78575813382444,2062.0,2311.0,2311.0,87.90817976075007,87.90817976075007,3017,2487,2389.0,82.43288034471328,79.19566898685228,1723,2996,3141.0,26.1172373766686,17.70168311085316,2816,2910,1723
29.L1.4080.FC4804D,0.0,123.0,123.0,,,48.0,4.0,4.0,9.027777777777779,9.027777777777779,135,158,16.0,82.96296296296296,11.851851851851848,0,82,61.0,,,91,97,0
29.L1.4080.FC4804V,549.0,435.0,435.0,79.17425622343656,79.17425622343656,378.0,327.0,327.0,86.5079365079365,86.5079365079365,251,464,357.0,15.139442231075694,57.63612217795486,214,349,393.0,36.915887850467286,16.510903426791266,325,317,214
29.L1.4080.FC4805,990.0,2044.0,2044.0,0.0,0.0,6.0,1341.0,1341.0,0.0,0.0,1633,1244,831.0,76.17881200244948,50.908348642580115,482,1016,876.0,0.0,18.18810511756569,999,1131,482
29.L1.4080.FC4805D,0.0,40.0,40.0,,,0.0,25.0,25.0,,,12,0,10.0,0.0,86.11111111111111,0,6,4.0,,,7,8,0
29.L1.4080.FC4805V,0.0,61.0,61.0,,,0.0,39.0,39.0,,,145,0,0.0,0.0,0.0,60,72,48.0,80.0,80.55555555555556,80,91,60
29.L1.4080.FC4806,4113.0,3077.0,3077.0,74.81157306102601,74.81157306102601,721.0,3282.0,3282.0,0.0,0.0,2574,2259,1951.0,87.76223776223776,75.7964257964258,422,422,2469.0,100.0,0.0,274,422,422
29.L1.4080.FC4806D,101.0,158.0,158.0,43.894389438943904,43.894389438943904,12.0,90.0,90.0,0.0,0.0,20,105,45.0,0.0,0.0,70,34,44.0,48.57142857142858,63.33333333333333,25,27,70
29.L1.4080.FC4806V,333.0,476.0,476.0,57.05705705705706,57.05705705705706,129.0,381.0,381.0,0.0,0.0,481,256,188.0,53.222453222453225,39.015939015939004,162,346,314.0,0.0,5.967078189300423,343,372,162
29.L1.4080.FC4808,879.0,3113.0,3113.0,0.0,0.0,1817.0,2580.0,2580.0,58.026050266006244,58.026050266006244,6074,1864,2548.0,30.68817912413566,41.95477993634069,2841,3758,2923.0,67.72263287574798,97.10195940396574,4065,4375,2841
29.L1.4080.FC4808D,132.0,48.0,48.0,36.36363636363637,36.36363636363637,19.0,51.0,51.0,0.0,0.0,208,61,58.0,29.326923076923073,27.724358974358964,23,136,120.0,0.0,0.0,134,149,23
29.L1.4080.FC4808V,212.0,380.0,380.0,20.91194968553458,20.91194968553458,139.0,356.0,356.0,0.0,0.0,698,247,282.0,35.38681948424068,40.448901623686716,368,433,350.0,82.33695652173914,95.01811594202898,454,496,368
29.L1.4080.FC4809,1513.0,2074.0,2074.0,62.943379599030635,62.943379599030635,2437.0,1348.0,1348.0,55.313910545752975,55.313910545752975,1645,1839,1594.0,88.20668693009118,96.87943262411348,2158,1856,1865.0,86.00556070435589,86.42261353104726,1909,1840,2158
29.L1.4080.FC4809D,0.0,67.0,67.0,,,0.0,30.0,30.0,,,0,0,28.0,,,19,0,0.0,0.0,0.0,0,0,19
29.L1.4080.FC4809V,0.0,146.0,146.0,,,148.0,79.0,79.0,53.153153153153156,53.153153153153156,24,148,84.0,0.0,0.0,163,56,57.0,34.355828220858896,35.17382413087935,65,54,163
29.L1.4080.FP948601,0.0,217.0,217.0,,,0.0,122.0,122.0,,,0,0,60.0,,,0,0,0.0,,,0,0,0
29.L1.4080.FP948601D,22.0,13.0,13.0,60.60606060606061,60.60606060606061,30.0,12.0,12.0,41.11111111111112,41.11111111111112,2,22,17.0,0.0,0.0,0,14,18.0,,,14,12,0
29.L1.4080.FP948601V,12.0,47.0,47.0,0.0,0.0,7.0,51.0,51.0,0.0,0.0,0,51,23.0,,,0,4,6.0,,,3,3,0
29.L1.4080.FP948602,57.0,189.0,189.0,0.0,0.0,0.0,111.0,111.0,,,0,80,107.0,,,0,0,19.0,,,0,0,0
29.L1.4080.FP948602D,37.0,63.0,63.0,30.63063063063064,30.63063063063064,9.0,30.0,30.0,0.0,0.0,120,37,28.0,30.833333333333336,23.055555555555564,0,70,55.0,,,73,82,0
