item_code,period_start,qty
29.L1.3060.FC3638D,2025-12-01,750.0
29.L1.3060.FC3638D,2026-01-01,996.0
29.L1.3060.FC3638D,2026-02-01,1062.0
29.L1.3060.FC3638D,2026-03-01,1080.0
29.L1.3060.FC3639,2025-12-01,2727.0
29.L1.3060.FC3639,2026-01-01,3422.0
29.L1.3060.FC3639,2026-02-01,3550.0
29.L1.3060.FC3639,2026-03-01,3633.0
29.L1.3060.FC3640,2025-12-01,3514.0
29.L1.3060.FC3640,2026-01-01,3693.0
29.L1.3060.FC3640,2026-02-01,3772.0
29.L1.3060.FC3640,2026-03-01,3796.0
29.L1.3060.FC3640D,2025-12-01,526.0
29.L1.3060.FC3640D,2026-01-01,528.0
29.L1.3060.FC3640D,2026-02-01,508.0
29.L1.3060.FC3640D,2026-03-01,506.0
29.L1.3060.FC3641,2025-12-01,4083.0
29.L1.3060.FC3641,2026-01-01,4054.0
29.L1.3060.FC3641,2026-02-01,3754.0
29.L1.3060.FC3641,2026-03-01,3796.0
29.L1.3060.FC39002,2025-12-01,5681.0
29.L1.3060.FC39002,2026-01-01,6954.0
29.L1.3060.FC39002,2026-02-01,7064.0
29.L1.3060.FC39002,2026-03-01,7225.0
29.L1.3060.FC39002D,2025-12-01,938.0
29.L1.3060.FC39002D,2026-01-01,956.0
29.L1.3060.FC39002D,2026-02-01,945.0
29.L1.3060.FC39002D,2026-03-01,971.0
29.L1.3060.FC39003,2025-12-01,4042.0
29.L1.3060.FC39003,2026-01-01,4497.0
29.L1.3060.FC39003,2026-02-01,4541.0
29.L1.3060.FC39003,2026-03-01,4607.0
29.L1.3060.FC39004,2025-12-01,8703.0
29.L1.3060.FC39004,2026-01-01,8699.0
29.L1.3060.FC39004,2026-02-01,8497.0
29.L1.3060.FC39004,2026-03-01,8517.0
29.L1.3060.FC39004D,2025-12-01,1232.0
29.L1.3060.FC39004D,2026-01-01,1540.0
29.L1.3060.FC39004D,2026-02-01,1528.0
29.L1.3060.FC39004D,2026-03-01,1598.0
29.L1.3060.FC39005,2025-12-01,5467.0
29.L1.3060.FC39005,2026-01-01,7279.0
29.L1.3060.FC39005,2026-02-01,7110.0
29.L1.3060.FC39005,2026-03-01,7529.0
29.L1.3060.FC39006,2025-12-01,3908.0
29.L1.3060.FC39006,2026-01-01,2182.0
29.L1.3060.FC39006,2026-02-01,1412.0
29.L1.3060.FC39006,2026-03-01,3081.0
29.L1.3060.FC39006D,2025-12-01,569.0
29.L1.3060.FC39006D,2026-01-01,785.0
29.L1.3060.FC39006D,2026-02-01,796.0
29.L1.3060.FC39006D,2026-03-01,820.0
29.L1.3060.FC39007,2025-12-01,3806.0
29.L1.3060.FC39007,2026-01-01,4391.0
29.L1.3060.FC39007,2026-02-01,4518.0
29.L1.3060.FC39007,2026-03-01,4505.0
29.L1.3060.FC39008,2025-12-01,1222.0
29.L1.3060.FC39008,2026-01-01,2287.0
29.L1.3060.FC39008,2026-02-01,2374.0
29.L1.3060.FC39008,2026-03-01,2540.0
29.L1.3060.FC39008D,2025-12-01,349.0
29.L1.3060.FC39008D,2026-01-01,120.0
29.L1.3060.FC39008D,2026-02-01,78.0
29.L1.3060.FC39008D,2026-03-01,170.0
29.L1.3060.FC39009,2025-12-01,960.0
29.L1.3060.FC39009,2026-01-01,1263.0
29.L1.3060.FC39009,2026-02-01,1321.0
29.L1.3060.FC39009,2026-03-01,1375.0
29.L1.3060.FC39010,2025-12-01,4930.0
29.L1.3060.FC39010,2026-01-01,4728.0
29.L1.3060.FC39010,2026-02-01,4876.0
29.L1.3060.FC39010,2026-03-01,4622.0
29.L1.3060.FC39010D,2025-12-01,608.0
29.L1.3060.FC39010D,2026-01-01,594.0
29.L1.3060.FC39010D,2026-02-01,627.0
29.L1.3060.FC39010D,2026-03-01,590.0
29.L1.3060.FC39011,2025-12-01,4737.0
29.L1.3060.FC39011,2026-01-01,4801.0
29.L1.3060.FC39011,2026-02-01,4869.0
29.L1.3060.FC39011,2026-03-01,4745.0
29.L1.3060.FC39012,2025-12-01,1557.0
29.L1.3060.FC39012,2026-01-01,1300.0
29.L1.3060.FC39012,2026-02-01,1186.0
29.L1.3060.FC39012,2026-03-01,1177.0
29.L1.3060.FC39012D,2025-12-01,238.0
29.L1.3060.FC39012D,2026-01-01,141.0
29.L1.3060.FC39012D,2026-02-01,91.0
29.L1.3060.FC39012D,2026-03-01,199.0
29.L1.3060.FC39013,2025-12-01,875.0
29.L1.3060.FC39013,2026-01-01,875.0
29.L1.3060.FC39013,2026-02-01,812.0
29.L1.3060.FC39013,2026-03-01,831.0
29.L1.3060.FP3602,2025-12-01,360.0
29.L1.3060.FP3602,2026-01-01,1025.0
29.L1.3060.FP3602,2026-02-01,666.0
29.L1.3060.FP3602,2026-03-01,1128.0
29.L1.3060.FP3602D,2025-12-01,71.0
29.L1.3060.FP3602D,2026-01-01,10.0
29.L1.3060.FP3602D,2026-02-01,11.0
29.L1.3060.FP3602D,2026-03-01,8.0
29.L1.3060.FP3603,2025-12-01,34.0
29.L1.3060.FP3603,2026-01-01,242.0
29.L1.3060.FP3603,2026-02-01,260.0
29.L1.3060.FP3603,2026-03-01,294.0
29.L1.3060.FP3605,2025-12-01,0.0
29.L1.3060.FP3605,2026-01-01,2.0
29.L1.3060.FP3605,2026-02-01,2.0
29.L1.3060.FP3605,2026-03-01,2.0
29.L1.3060.FP3607,2025-12-01,0.0
29.L1.3060.FP3607,2026-01-01,2.0
29.L1.3060.FP3607,2026-02-01,2.0
29.L1.3060.FP3607,2026-03-01,2.0
29.L1.3060.FP3616,2025-12-01,22.0
29.L1.3060.FP3616,2026-01-01,10.0
29.L1.3060.FP3616,2026-02-01,7.0
29.L1.3060.FP3616,2026-03-01,6.0
29.L1.3060.FP3616D,2025-12-01,91.0
29.L1.3060.FP3616D,2026-01-01,54.0
29.L1.3060.FP3616D,2026-02-01,62.0
29.L1.3060.FP3616D,2026-03-01,47.0
29.L1.3060.FP3617,2025-12-01,89.0
29.L1.3060.FP3617,2026-01-01,49.0
29.L1.3060.FP3617,2026-02-01,51.0
29.L1.3060.FP3617,2026-03-01,40.0
29.L1.3060.FP3618,2025-12-01,271.0
29.L1.3060.FP3618,2026-01-01,57.0
29.L1.3060.FP3618,2026-02-01,29.0
29.L1.3060.FP3618,2026-03-01,32.0
29.L1.3060.FP3619,2025-12-01,243.0
29.L1.3060.FP3619,2026-01-01,108.0
29.L1.3060.FP3619,2026-02-01,112.0
29.L1.3060.FP3619,2026-03-01,104.0
29.L1.3060.FP936601,2025-12-01,55.0
29.L1.3060.FP936601,2026-01-01,46.0
29.L1.3060.FP936601,2026-02-01,47.0
29.L1.3060.FP936601,2026-03-01,37.0
29.L1.3060.FP936601V,2025-12-01,32.0
29.L1.3060.FP936601V,2026-01-01,42.0
29.L1.3060.FP936601V,2026-02-01,36.0
29.L1.3060.FP936601V,2026-03-01,36.0
29.L1.3060.FP936602,2025-12-01,80.0
29.L1.3060.FP936602,2026-01-01,125.0
29.L1.3060.FP936602,2026-02-01,110.0
29.L1.3060.FP936602,2026-03-01,124.0
29.L1.3060.FP936602D,2025-12-01,24.0
29.L1.3060.FP936602D,2026-01-01,47.0
29.L1.3060.FP936602D,2026-02-01,25.0
29.L1.3060.FP936602D,2026-03-01,27.0
29.L1.3060.FP936602V,2025-12-01,89.0
29.L1.3060.FP936602V,2026-01-01,27.0
29.L1.3060.FP936602V,2026-02-01,19.0
29.L1.3060.FP936602V,2026-03-01,21.0
29.L1.3060.FP936604,2025-12-01,25.0
29.L1.3060.FP936604,2026-01-01,21.0
29.L1.3060.FP936604,2026-02-01,12.0
29.L1.3060.FP936604,2026-03-01,13.0
29.L1.3060.FP936604D,2025-12-01,0.0
29.L1.3060.FP936604D,2026-01-01,6.0
29.L1.3060.FP936604D,2026-02-01,7.0
29.L1.3060.FP936604D,2026-03-01,8.0
29.L1.3060.FP936605,2025-12-01,10.0
29.L1.3060.FP936605,2026-01-01,0.0
29.L1.3060.FP936605,2026-02-01,29.0
29.L1.3060.FP936605,2026-03-01,102.0
29.L1.3060.FP936606,2025-12-01,30.0
29.L1.3060.FP936606,2026-01-01,70.0
29.L1.3060.FP936606,2026-02-01,77.0
29.L1.3060.FP936606,2026-03-01,83.0
29.L1.3060.FP936607,2025-12-01,90.0
29.L1.3060.FP936607,2026-01-01,62.0
29.L1.3060.FP936607,2026-02-01,70.0
29.L1.3060.FP936607,2026-03-01,67.0
29.L1.3060.FP936608D,2025-12-01,16.0
29.L1.3060.FP936608D,2026-01-01,14.0
29.L1.3060.FP936608D,2026-02-01,12.0
29.L1.3060.FP936608D,2026-03-01,13.0
29.L1.3060.FP936609,2025-12-01,330.0
29.L1.3060.FP936609,2026-01-01,234.0
29.L1.3060.FP936609,2026-02-01,234.0
29.L1.3060.FP936609,2026-03-01,187.0
29.L1.3060.FP936609D,2025-12-01,30.0
29.L1.3060.FP936609D,2026-01-01,54.0
29.L1.3060.FP936609D,2026-02-01,49.0
29.L1.3060.FP936609D,2026-03-01,52.0
29.L1.3060.FP936609V,2025-12-01,88.0
29.L1.3060.FP936609V,2026-01-01,46.0
29.L1.3060.FP936609V,2026-02-01,49.0
29.L1.3060.FP936609V,2026-03-01,38.0
29.L1.3060.FP936610D,2025-12-01,18.0
29.L1.3060.FP936610D,2026-01-01,158.0
29.L1.3060.FP936610D,2026-02-01,147.0
29.L1.3060.FP936610D,2026-03-01,153.0
29.L1.3060.FP936611,2025-12-01,200.0
29.L1.3060.FP936611,2026-01-01,0.0
29.L1.3060.FP936611,2026-02-01,43.0
29.L1.3060.FP936611,2026-03-01,142.0
29.L1.3060.FP936612,2025-12-01,2.0
29.L1.3060.FP936612,2026-01-01,0.0
29.L1.3060.FP936612,2026-02-01,0.0
29.L1.3060.FP936612,2026-03-01,0.0
29.L1.3060.FP936612D,2025-12-01,132.0
29.L1.3060.FP936612D,2026-01-01,1.0
29.L1.3060.FP936612D,2026-02-01,1.0
29.L1.3060.FP936612D,2026-03-01,1.0
29.L1.3060.FP936613,2025-12-01,1.0
29.L1.3060.FP936613,2026-01-01,1.0
29.L1.3060.FP936613,2026-02-01,1.0
29.L1.3060.FP936613,2026-03-01,1.0
29.L1.3060.FPH3621,2025-12-01,42.0
29.L1.3060.FPH3621,2026-01-01,34.0
29.L1.3060.FPH3621,2026-02-01,37.0
29.L1.3060.FPH3621,2026-03-01,42.0
29.L1.3060.FPH3623,2025-12-01,34.0
29.L1.3060.FPH3623,2026-01-01,0.0
29.L1.3060.FPH3623,2026-02-01,0.0
29.L1.3060.FPH3623,2026-03-01,0.0
29.L1.3060.FPH3625,2025-12-01,8.0
29.L1.3060.FPH3625,2026-01-01,664.0
29.L1.3060.FPH3625,2026-02-01,453.0
29.L1.3060.FPH3625,2026-03-01,489.0
29.L1.3060.FPH3625D,2025-12-01,26.0
29.L1.3060.FPH3625D,2026-01-01,8.0
29.L1.3060.FPH3625D,2026-02-01,9.0
29.L1.3060.FPH3625D,2026-03-01,7.0
29.L1.3060.FPH3625V,2025-12-01,4.0
29.L1.3060.FPH3625V,2026-01-01,466.0
29.L1.3060.FPH3625V,2026-02-01,513.0
29.L1.3060.FPH3625V,2026-03-01,582.0
29.L1.3060.FUSC3621,2025-12-01,8437.0
29.L1.3060.FUSC3621,2026-01-01,9159.0
29.L1.3060.FUSC3621,2026-02-01,9124.0
29.L1.3060.FUSC3621,2026-03-01,9274.0
29.L1.3060.FUSC3621D,2025-12-01,1350.0
29.L1.3060.FUSC3621D,2026-01-01,1316.0
29.L1.3060.FUSC3621D,2026-02-01,1270.0
29.L1.3060.FUSC3621D,2026-03-01,1282.0
29.L1.3060.FUSC3622,2025-12-01,4200.0
29.L1.3060.FUSC3622,2026-01-01,4420.0
29.L1.3060.FUSC3622,2026-02-01,4420.0
29.L1.3060.FUSC3622,2026-03-01,4385.0
29.L1.3060.FUSC3625,2025-12-01,4342.0
29.L1.3060.FUSC3625,2026-01-01,4744.0
29.L1.3060.FUSC3625,2026-02-01,4909.0
29.L1.3060.FUSC3625,2026-03-01,4925.0
29.L1.3060.FUSC3625D,2025-12-01,812.0
29.L1.3060.FUSC3625D,2026-01-01,997.0
29.L1.3060.FUSC3625D,2026-02-01,1038.0
29.L1.3060.FUSC3625D,2026-03-01,1051.0
29.L1.3060.FUSC3626,2025-12-01,3791.0
29.L1.3060.FUSC3626,2026-01-01,4018.0
29.L1.3060.FUSC3626,2026-02-01,4147.0
29.L1.3060.FUSC3626,2026-03-01,4140.0
29.L1.3060.FUSC3629,2025-12-01,9100.0
29.L1.3060.FUSC3629,2026-01-01,6403.0
29.L1.3060.FUSC3629,2026-02-01,6760.0
29.L1.3060.FUSC3629,2026-03-01,7125.0
29.L1.3060.FUSC3629D,2025-12-01,435.0
29.L1.3060.FUSC3629D,2026-01-01,647.0
29.L1.3060.FUSC3629D,2026-02-01,687.0
29.L1.3060.FUSC3629D,2026-03-01,710.0
29.L1.3060.FUSC3630,2025-12-01,2628.0
29.L1.3060.FUSC3630,2026-01-01,4855.0
29.L1.3060.FUSC3630,2026-02-01,5087.0
29.L1.3060.FUSC3630,2026-03-01,5474.0
29.L1.3060.FUSC3631,2025-12-01,4409.0
29.L1.3060.FUSC3631,2026-01-01,4438.0
29.L1.3060.FUSC3631,2026-02-01,4542.0
29.L1.3060.FUSC3631,2026-03-01,4691.0
29.L1.3060.FUSC3631D,2025-12-01,1072.0
29.L1.3060.FUSC3631D,2026-01-01,1186.0
29.L1.3060.FUSC3631D,2026-02-01,1265.0
29.L1.3060.FUSC3631D,2026-03-01,1253.0
29.L1.3060.FUSC3632,2025-12-01,3704.0
29.L1.3060.FUSC3632,2026-01-01,4959.0
29.L1.3060.FUSC3632,2026-02-01,5235.0
29.L1.3060.FUSC3632,2026-03-01,5346.0
29.L1.3060.FUSC3635,2025-12-01,920.0
29.L1.3060.FUSC3635,2026-01-01,2132.0
29.L1.3060.FUSC3635,2026-02-01,2201.0
29.L1.3060.FUSC3635,2026-03-01,2461.0
29.L1.3060.FUSC3635D,2025-12-01,290.0
29.L1.3060.FUSC3635D,2026-01-01,701.0
29.L1.3060.FUSC3635D,2026-02-01,745.0
29.L1.3060.FUSC3635D,2026-03-01,802.0
29.L1.3060.FUSC3636,2025-12-01,1488.0
29.L1.3060.FUSC3636,2026-01-01,3522.0
29.L1.3060.FUSC3636,2026-02-01,3736.0
29.L1.3060.FUSC3636,2026-03-01,4008.0
29.L1.3060.FUSC3637,2025-12-01,6300.0
29.L1.3060.FUSC3637,2026-01-01,6733.0
29.L1.3060.FUSC3637,2026-02-01,7028.0
29.L1.3060.FUSC3637,2026-03-01,6797.0
29.L1.3060.FUSC3637D,2025-12-01,899.0
29.L1.3060.FUSC3637D,2026-01-01,859.0
29.L1.3060.FUSC3637D,2026-02-01,894.0
29.L1.3060.FUSC3637D,2026-03-01,862.0
29.L1.3060.FUSC3638,2025-12-01,5110.0
29.L1.3060.FUSC3638,2026-01-01,4513.0
29.L1.3060.FUSC3638,2026-02-01,4553.0
29.L1.3060.FUSC3638,2026-03-01,4447.0
29.L1.3060.FUSC3639,2025-12-01,1637.0
29.L1.3060.FUSC3639,2026-01-01,1632.0
29.L1.3060.FUSC3639,2026-02-01,1521.0
29.L1.3060.FUSC3639,2026-03-01,1558.0
29.L1.3060.FUSC3639D,2025-12-01,512.0
29.L1.3060.FUSC3639D,2026-01-01,318.0
29.L1.3060.FUSC3639D,2026-02-01,350.0
29.L1.3060.FUSC3639D,2026-03-01,315.0
29.L1.3060.FUSC3640,2025-12-01,4648.0
29.L1.3060.FUSC3640,2026-01-01,4137.0
29.L1.3060.FUSC3640,2026-02-01,3984.0
29.L1.3060.FUSC3640,2026-03-01,3940.0
29.L1.3060.FUSC3641,2025-12-01,8092.0
29.L1.3060.FUSC3641,2026-01-01,8346.0
29.L1.3060.FUSC3641,2026-02-01,8499.0
29.L1.3060.FUSC3641,2026-03-01,8391.0
29.L1.3060.FUSC3641D,2025-12-01,285.0
29.L1.3060.FUSC3641D,2026-01-01,356.0
29.L1.3060.FUSC3641D,2026-02-01,358.0
29.L1.3060.FUSC3641D,2026-03-01,373.0
29.L1.3060.FUSC3641V,2025-12-01,1101.0
29.L1.3060.FUSC3641V,2026-01-01,1171.0
29.L1.3060.FUSC3641V,2026-02-01,1196.0
29.L1.3060.FUSC3641V,2026-03-01,1182.0
29.L1.3060.FUSC3642,2025-12-01,8069.0
29.L1.3060.FUSC3642,2026-01-01,10550.0
29.L1.3060.FUSC3642,2026-02-01,11007.0
29.L1.3060.FUSC3642,2026-03-01,11232.0
29.L1.3060.FUSC3642D,2025-12-01,363.0
29.L1.3060.FUSC3642D,2026-01-01,332.0
29.L1.3060.FUSC3642D,2026-02-01,371.0
29.L1.3060.FUSC3642D,2026-03-01,340.0
29.L1.3060.FUSC3642V,2025-12-01,1168.0
29.L1.3060.FUSC3642V,2026-01-01,1686.0
29.L1.3060.FUSC3642V,2026-02-01,1745.0
29.L1.3060.FUSC3642V,2026-03-01,1814.0
29.L1.3060.FUSC3643,2025-12-01,10599.0
29.L1.3060.FUSC3643,2026-01-01,12386.0
29.L1.3060.FUSC3643,2026-02-01,12643.0
29.L1.3060.FUSC3643,2026-03-01,12812.0
29.L1.3060.FUSC3643D,2025-12-01,260.0
29.L1.3060.FUSC3643D,2026-01-01,263.0
29.L1.3060.FUSC3643D,2026-02-01,275.0
29.L1.3060.FUSC3643D,2026-03-01,269.0
29.L1.3060.FUSC3643V,2025-12-01,1142.0
29.L1.3060.FUSC3643V,2026-01-01,1374.0
29.L1.3060.FUSC3643V,2026-02-01,1408.0
29.L1.3060.FUSC3643V,2026-03-01,1458.0
29.L1.3060.FUSC3644,2025-12-01,18100.0
29.L1.3060.FUSC3644,2026-01-01,14606.0
29.L1.3060.FUSC3644,2026-02-01,14632.0
29.L1.3060.FUSC3644,2026-03-01,15313.0
29.L1.3060.FUSC3644D,2025-12-01,385.0
29.L1.3060.FUSC3644D,2026-01-01,422.0
29.L1.3060.FUSC3644D,2026-02-01,392.0
29.L1.3060.FUSC3644D,2026-03-01,406.0
29.L1.3060.FUSC3644V,2025-12-01,1118.0
29.L1.3060.FUSC3644V,2026-01-01,1602.0
29.L1.3060.FUSC3644V,2026-02-01,1636.0
29.L1.3060.FUSC3644V,2026-03-01,1715.0
29.L1.3060.FUSM3645,2025-12-01,5599.0
29.L1.3060.FUSM3645,2026-01-01,7727.0
29.L1.3060.FUSM3645,2026-02-01,8029.0
29.L1.3060.FUSM3645,2026-03-01,8352.0
29.L1.3060.FUSM3645D,2025-12-01,406.0
29.L1.3060.FUSM3645D,2026-01-01,399.0
29.L1.3060.FUSM3645D,2026-02-01,396.0
29.L1.3060.FUSM3645D,2026-03-01,416.0
29.L1.3060.FUSM3646,2025-12-01,3856.0
29.L1.3060.FUSM3646,2026-01-01,5645.0
29.L1.3060.FUSM3646,2026-02-01,5844.0
29.L1.3060.FUSM3646,2026-03-01,6208.0
29.L1.3060.FUSM3647,2025-12-01,4722.0
29.L1.3060.FUSM3647,2026-01-01,5785.0
29.L1.3060.FUSM3647,2026-02-01,5937.0
29.L1.3060.FUSM3647,2026-03-01,6075.0
29.L1.3060.FUSM3647D,2025-12-01,279.0
29.L1.3060.FUSM3647D,2026-01-01,356.0
29.L1.3060.FUSM3647D,2026-02-01,384.0
29.L1.3060.FUSM3647D,2026-03-01,395.0
29.L1.3060.FUSM3648,2025-12-01,3814.0
29.L1.3060.FUSM3648,2026-01-01,4473.0
29.L1.3060.FUSM3648,2026-02-01,4642.0
29.L1.3060.FUSM3648,2026-03-01,4749.0
29.L1.3060.FUSM3649,2025-12-01,3405.0
29.L1.3060.FUSM3649,2026-01-01,2635.0
29.L1.3060.FUSM3649,2026-02-01,2669.0
29.L1.3060.FUSM3649,2026-03-01,2546.0
29.L1.3060.FUSM3649D,2025-12-01,220.0
29.L1.3060.FUSM3649D,2026-01-01,166.0
29.L1.3060.FUSM3649D,2026-02-01,157.0
29.L1.3060.FUSM3649D,2026-03-01,154.0
29.L1.3060.FUSM3650,2025-12-01,5017.0
29.L1.3060.FUSM3650,2026-01-01,5146.0
29.L1.3060.FUSM3650,2026-02-01,5244.0
29.L1.3060.FUSM3650,2026-03-01,5202.0
29.L1.3060.FUSM3651,2025-12-01,1604.0
29.L1.3060.FUSM3651,2026-01-01,1395.0
29.L1.3060.FUSM3651,2026-02-01,1281.0
29.L1.3060.FUSM3651,2026-03-01,1307.0
29.L1.3060.FUSM3651D,2025-12-01,124.0
29.L1.3060.FUSM3651D,2026-01-01,146.0
29.L1.3060.FUSM3651D,2026-02-01,145.0
29.L1.3060.FUSM3651D,2026-03-01,150.0
29.L1.3060.FUSM3652,2025-12-01,2785.0
29.L1.3060.FUSM3652,2026-01-01,2992.0
29.L1.3060.FUSM3652,2026-02-01,2943.0
29.L1.3060.FUSM3652,2026-03-01,2986.0
29.L1.4060.FX46202,2025-12-01,2767.0
29.L1.4060.FX46202,2026-01-01,8576.0
29.L1.4060.FX46202,2026-02-01,761.0
29.L1.4060.FX46202,2026-03-01,6615.0
29.L1.4060.FX46203,2025-12-01,86.0
29.L1.4060.FX46203,2026-01-01,0.0
29.L1.4060.FX46203,2026-02-01,0.0
29.L1.4060.FX46203,2026-03-01,0.0
29.L1.4060.FXK46250,2025-12-01,3100.0
29.L1.4060.FXK46250,2026-01-01,3118.0
29.L1.4060.FXK46250,2026-02-01,3141.0
29.L1.4060.FXK46250,2026-03-01,3000.0
29.L1.4060.FXK46251,2025-12-01,8717.0
29.L1.4060.FXK46251,2026-01-01,9994.0
29.L1.4060.FXK46251,2026-02-01,10363.0
29.L1.4060.FXK46251,2026-03-01,10340.0
29.L1.4060.FXK46254,2025-12-01,2363.0
29.L1.4060.FXK46254,2026-01-01,3411.0
29.L1.4060.FXK46254,2026-02-01,3635.0
29.L1.4060.FXK46254,2026-03-01,3695.0
29.L1.4060.FXK46255,2025-12-01,586.0
29.L1.4060.FXK46255,2026-01-01,715.0
29.L1.4060.FXK46255,2026-02-01,693.0
29.L1.4060.FXK46255,2026-03-01,730.0
29.L1.4060.FXK46256,2025-12-01,1700.0
29.L1.4060.FXK46256,2026-01-01,1559.0
29.L1.4060.FXK46256,2026-02-01,1630.0
29.L1.4060.FXK46256,2026-03-01,1568.0
29.L1.4060.FXK46258,2025-12-01,7044.0
29.L1.4060.FXK46258,2026-01-01,8433.0
29.L1.4060.FXK46258,2026-02-01,8415.0
29.L1.4060.FXK46258,2026-03-01,8654.0
29.L1.4060.FXU46001,2025-12-01,2809.0
29.L1.4060.FXU46001,2026-01-01,3831.0
29.L1.4060.FXU46001,2026-02-01,4224.0
29.L1.4060.FXU46001,2026-03-01,4206.0
29.L1.4060.FXU46002,2025-12-01,2851.0
29.L1.4060.FXU46002,2026-01-01,3237.0
29.L1.4060.FXU46002,2026-02-01,3296.0
29.L1.4060.FXU46002,2026-03-01,3342.0
29.L1.4060.FXU46003,2025-12-01,1847.0
29.L1.4060.FXU46003,2026-01-01,3014.0
29.L1.4060.FXU46003,2026-02-01,3191.0
29.L1.4060.FXU46003,2026-03-01,3311.0
29.L1.4080.FC4801,2025-12-01,240.0
29.L1.4080.FC4801,2026-01-01,322.0
29.L1.4080.FC4801,2026-02-01,278.0
29.L1.4080.FC4801,2026-03-01,301.0
29.L1.4080.FC4801V,2025-12-01,54.0
29.L1.4080.FC4801V,2026-01-01,46.0
29.L1.4080.FC4801V,2026-02-01,26.0
29.L1.4080.FC4801V,2026-03-01,27.0
29.L1.4080.FC4802,2025-12-01,966.0
29.L1.4080.FC4802,2026-01-01,1280.0
29.L1.4080.FC4802,2026-02-01,1231.0
29.L1.4080.FC4802,2026-03-01,1315.0
29.L1.4080.FC4802D,2025-12-01,21.0
29.L1.4080.FC4802D,2026-01-01,28.0
29.L1.4080.FC4802D,2026-02-01,23.0
29.L1.4080.FC4802D,2026-03-01,24.0
29.L1.4080.FC4802V,2025-12-01,290.0
29.L1.4080.FC4802V,2026-01-01,109.0
29.L1.4080.FC4802V,2026-02-01,92.0
29.L1.4080.FC4802V,2026-03-01,100.0
29.L1.4080.FC4803,2025-12-01,0.0
29.L1.4080.FC4803,2026-01-01,53.0
29.L1.4080.FC4803,2026-02-01,58.0
29.L1.4080.FC4803,2026-03-01,66.0
29.L1.4080.FC4804,2025-12-01,2487.0
29.L1.4080.FC4804,2026-01-01,2996.0
29.L1.4080.FC4804,2026-02-01,2816.0
29.L1.4080.FC4804,2026-03-01,2910.0
29.L1.4080.FC4804D,2025-12-01,158.0
29.L1.4080.FC4804D,2026-01-01,82.0
29.L1.4080.FC4804D,2026-02-01,91.0
29.L1.4080.FC4804D,2026-03-01,97.0
29.L1.4080.FC4804V,2025-12-01,464.0
29.L1.4080.FC4804V,2026-01-01,349.0
29.L1.4080.FC4804V,2026-02-01,325.0
29.L1.4080.FC4804V,2026-03-01,317.0
29.L1.4080.FC4805,2025-12-01,1244.0
29.L1.4080.FC4805,2026-01-01,1016.0
29.L1.4080.FC4805,2026-02-01,999.0
29.L1.4080.FC4805,2026-03-01,1131.0
29.L1.4080.FC4805D,2025-12-01,0.0
29.L1.4080.FC4805D,2026-01-01,6.0
29.L1.4080.FC4805D,2026-02-01,7.0
29.L1.4080.FC4805D,2026-03-01,8.0
29.L1.4080.FC4805V,2025-12-01,0.0
29.L1.4080.FC4805V,2026-01-01,72.0
29.L1.4080.FC4805V,2026-02-01,80.0
29.L1.4080.FC4805V,2026-03-01,91.0
29.L1.4080.FC4806,2025-12-01,2259.0
29.L1.4080.FC4806,2026-01-01,422.0
29.L1.4080.FC4806,2026-02-01,274.0
29.L1.4080.FC4806,2026-03-01,422.0
29.L1.4080.FC4806D,2025-12-01,105.0
29.L1.4080.FC4806D,2026-01-01,34.0
29.L1.4080.FC4806D,2026-02-01,25.0
29.L1.4080.FC4806D,2026-03-01,27.0
29.L1.4080.FC4806V,2025-12-01,256.0
29.L1.4080.FC4806V,2026-01-01,346.0
29.L1.4080.FC4806V,2026-02-01,343.0
29.L1.4080.FC4806V,2026-03-01,372.0
29.L1.4080.FC4808,2025-12-01,1864.0
29.L1.4080.FC4808,2026-01-01,3758.0
29.L1.4080.FC4808,2026-02-01,4065.0
29.L1.4080.FC4808,2026-03-01,4375.0
29.L1.4080.FC4808D,2025-12-01,61.0
29.L1.4080.FC4808D,2026-01-01,136.0
29.L1.4080.FC4808D,2026-02-01,134.0
29.L1.4080.FC4808D,2026-03-01,149.0
29.L1.4080.FC4808V,2025-12-01,247.0
29.L1.4080.FC4808V,2026-01-01,433.0
29.L1.4080.FC4808V,2026-02-01,454.0
29.L1.4080.FC4808V,2026-03-01,496.0
29.L1.4080.FC4809,2025-12-01,1839.0
29.L1.4080.FC4809,2026-01-01,1856.0
29.L1.4080.FC4809,2026-02-01,1909.0
29.L1.4080.FC4809,2026-03-01,1840.0
29.L1.4080.FC4809V,2025-12-01,148.0
29.L1.4080.FC4809V,2026-01-01,56.0
29.L1.4080.FC4809V,2026-02-01,65.0
29.L1.4080.FC4809V,2026-03-01,54.0
29.L1.4080.FP948601D,2025-12-01,22.0
29.L1.4080.FP948601D,2026-01-01,14.0
29.L1.4080.FP948601D,2026-02-01,14.0
29.L1.4080.FP948601D,2026-03-01,12.0
29.L1.4080.FP948601V,2025-12-01,51.0
29.L1.4080.FP948601V,2026-01-01,4.0
29.L1.4080.FP948601V,2026-02-01,3.0
29.L1.4080.FP948601V,2026-03-01,3.0
29.L1.4080.FP948602,2025-12-01,80.0
29.L1.4080.FP948602,2026-01-01,0.0
29.L1.4080.FP948602,2026-02-01,0.0
29.L1.4080.FP948602,2026-03-01,0.0
29.L1.4080.FP948602D,2025-12-01,37.0
29.L1.4080.FP948602D,2026-01-01,70.0
